year,month,positive,neutral,negative,exception
2013,4,0.0,0.0,0.0,0.0
2013,5,0.0,0.0,0.0,0.0
2013,6,0.0,0.0,0.0,0.0
2013,7,0.0,0.0,0.0,0.0
2013,8,0.0,0.0,0.0,0.0
2013,9,0.0,0.0,0.0,0.0
2013,10,0.0,0.0,0.0,0.0
2013,11,0.0,0.0,0.0,0.0
2013,12,0.0,0.0,0.0,0.0
2014,1,0.0,0.0,0.0,0.0
2014,2,0.0,0.0,0.0,0.0
2014,3,0.0,0.0,0.0,0.0
2014,4,0.0,0.0,0.0,0.0
2014,5,0.0,0.0,0.0,0.0
2014,6,0.0,0.0,0.0,0.0
2014,7,0.0,0.0,0.0,0.0
2014,8,0.0,0.0,0.0,0.0
2014,9,0.0,0.0,0.0,0.0
2014,10,0.0,0.0,0.0,0.0
2014,11,0.0,0.0,0.0,0.0
2014,12,0.0,0.0,0.0,0.0
2015,1,0.0,0.0,0.0,0.0
2015,2,0.0,0.0,0.0,0.0
2015,3,0.0,0.0,0.0,0.0
2015,4,0.0,0.0,0.0,0.0
2015,5,0.0,0.0,0.0,0.0
2015,6,0.0,0.0,0.0,0.0
2015,7,0.0,0.0,0.0,0.0
2015,8,0.0,0.0,0.0,0.0
2015,9,0.0,0.0,0.0,0.0
2015,10,0.0,0.0,0.0,0.0
2015,11,0.0,0.0,0.0,0.0
2015,12,0.0,0.0,0.0,0.0
2016,1,0.0,0.0,0.0,0.0
2016,2,0.0,0.0,0.0,0.0
2016,3,0.0,0.0,0.0,0.0
2016,4,0.0,0.0,0.0,0.0
2016,5,0.0,0.0,0.0,0.0
2016,6,0.0,0.0,0.0,0.0
2016,7,0.0,0.0,0.0,0.0
2016,8,0.0,0.0,0.0,0.0
2016,9,0.0,0.0,0.0,0.0
2016,10,0.0,0.0,0.0,0.0
2016,11,0.0,0.0,0.0,0.0
2016,12,0.0,0.0,0.0,0.0
2017,1,0.0,0.0,0.0,0.0
2017,2,0.0,0.0,0.0,0.0
2017,3,0.0,0.0,0.0,0.0
2017,4,0.0,0.0,0.0,0.0
2017,5,0.0,0.0,0.0,0.0
2017,6,0.0,0.0,0.0,0.0
2017,7,0.0,0.0,0.0,0.0
2017,8,15.0,129.0,4.0,6.0
2017,9,38.0,418.0,23.0,13.0
2017,10,57.0,476.0,17.0,11.0
2017,11,45.0,418.0,13.0,17.0
2017,12,54.0,393.0,19.0,16.0
2018,1,65.0,482.0,11.0,16.0
2018,2,55.0,428.0,11.0,11.0
2018,3,61.0,456.0,22.0,16.0
2018,4,62.0,428.0,14.0,14.0
2018,5,56.0,438.0,18.0,19.0
2018,6,68.0,443.0,13.0,16.0
2018,7,66.0,410.0,16.0,15.0
2018,8,69.0,424.0,13.0,10.0
2018,9,58.0,400.0,22.0,12.0
2018,10,57.0,475.0,18.0,15.0
2018,11,65.0,427.0,26.0,12.0
2018,12,56.0,372.0,14.0,17.0
2019,1,59.0,405.0,16.0,17.0
2019,2,55.0,390.0,8.0,12.0
2019,3,68.0,416.0,17.0,14.0
2019,4,29.0,135.0,6.0,3.0
2019,5,0.0,0.0,0.0,0.0
2019,6,0.0,0.0,0.0,0.0
2019,7,0.0,0.0,0.0,0.0
2019,8,0.0,0.0,0.0,0.0
2019,9,0.0,0.0,0.0,0.0
2019,10,0.0,0.0,0.0,0.0
2019,11,0.0,0.0,0.0,0.0
2019,12,0.0,0.0,0.0,0.0
2020,1,0.0,0.0,0.0,0.0
2020,2,0.0,0.0,0.0,0.0
2020,3,0.0,0.0,0.0,0.0
2020,4,0.0,0.0,0.0,0.0
2020,5,0.0,0.0,0.0,0.0
2020,6,0.0,0.0,0.0,0.0
2020,7,0.0,0.0,0.0,0.0
2020,8,0.0,0.0,0.0,0.0
2020,9,0.0,0.0,0.0,0.0
2020,10,0.0,0.0,0.0,0.0
2020,11,0.0,0.0,0.0,0.0
2020,12,0.0,0.0,0.0,0.0
2021,1,0.0,0.0,0.0,0.0
2021,2,0.0,0.0,0.0,0.0
2021,3,0.0,0.0,0.0,0.0
2021,4,0.0,0.0,0.0,0.0
2021,5,0.0,0.0,0.0,0.0
2021,6,0.0,0.0,0.0,0.0
2021,7,0.0,0.0,0.0,0.0
2021,8,0.0,0.0,0.0,0.0
2021,9,0.0,0.0,0.0,0.0
