year,month,positive,neutral,negative,exception
2013,4,0.0,0.0,0.0,0.0
2013,5,0.0,0.0,0.0,0.0
2013,6,0.0,0.0,0.0,0.0
2013,7,0.0,0.0,0.0,0.0
2013,8,0.0,0.0,0.0,0.0
2013,9,0.0,0.0,0.0,0.0
2013,10,0.0,0.0,0.0,0.0
2013,11,0.0,0.0,0.0,0.0
2013,12,0.0,0.0,0.0,0.0
2014,1,0.0,0.0,0.0,0.0
2014,2,0.0,0.0,0.0,0.0
2014,3,0.0,0.0,0.0,0.0
2014,4,0.0,0.0,0.0,0.0
2014,5,0.0,0.0,0.0,0.0
2014,6,0.0,0.0,0.0,0.0
2014,7,0.0,0.0,0.0,0.0
2014,8,0.0,0.0,0.0,0.0
2014,9,0.0,0.0,0.0,0.0
2014,10,0.0,0.0,0.0,0.0
2014,11,0.0,0.0,0.0,0.0
2014,12,0.0,0.0,0.0,0.0
2015,1,0.0,0.0,0.0,0.0
2015,2,0.0,0.0,0.0,0.0
2015,3,0.0,0.0,0.0,0.0
2015,4,0.0,0.0,0.0,0.0
2015,5,0.0,0.0,0.0,0.0
2015,6,0.0,5.0,2.0,1.0
2015,7,2.0,7.0,0.0,1.0
2015,8,0.0,0.0,0.0,0.0
2015,9,0.0,0.0,0.0,0.0
2015,10,0.0,0.0,0.0,0.0
2015,11,0.0,0.0,0.0,0.0
2015,12,6.0,35.0,0.0,1.0
2016,1,38.0,466.0,19.0,19.0
2016,2,65.0,432.0,18.0,13.0
2016,3,60.0,479.0,23.0,19.0
2016,4,46.0,446.0,19.0,15.0
2016,5,43.0,462.0,14.0,18.0
2016,6,46.0,528.0,22.0,17.0
2016,7,41.0,394.0,17.0,22.0
2016,8,57.0,417.0,11.0,24.0
2016,9,74.0,487.0,21.0,21.0
2016,10,61.0,463.0,16.0,16.0
2016,11,32.0,562.0,29.0,16.0
2016,12,48.0,402.0,15.0,17.0
2017,1,51.0,495.0,11.0,18.0
2017,2,58.0,496.0,18.0,18.0
2017,3,66.0,524.0,22.0,18.0
2017,4,55.0,415.0,18.0,14.0
2017,5,46.0,491.0,16.0,15.0
2017,6,45.0,457.0,15.0,12.0
2017,7,58.0,368.0,16.0,15.0
2017,8,31.0,309.0,18.0,9.0
2017,9,0.0,0.0,0.0,0.0
2017,10,0.0,0.0,0.0,0.0
2017,11,0.0,0.0,0.0,0.0
2017,12,0.0,0.0,0.0,0.0
2018,1,0.0,0.0,0.0,0.0
2018,2,0.0,0.0,0.0,0.0
2018,3,0.0,0.0,0.0,0.0
2018,4,0.0,0.0,0.0,0.0
2018,5,0.0,0.0,0.0,0.0
2018,6,0.0,0.0,0.0,0.0
2018,7,0.0,0.0,0.0,0.0
2018,8,0.0,0.0,0.0,0.0
2018,9,0.0,0.0,0.0,0.0
2018,10,0.0,0.0,0.0,0.0
2018,11,0.0,0.0,0.0,0.0
2018,12,0.0,0.0,0.0,0.0
2019,1,0.0,0.0,0.0,0.0
2019,2,0.0,0.0,0.0,0.0
2019,3,0.0,0.0,0.0,0.0
2019,4,0.0,0.0,0.0,0.0
2019,5,0.0,0.0,0.0,0.0
2019,6,0.0,0.0,0.0,0.0
2019,7,0.0,0.0,0.0,0.0
2019,8,0.0,0.0,0.0,0.0
2019,9,0.0,0.0,0.0,0.0
2019,10,0.0,0.0,0.0,0.0
2019,11,0.0,0.0,0.0,0.0
2019,12,0.0,0.0,0.0,0.0
2020,1,0.0,0.0,0.0,0.0
2020,2,0.0,0.0,0.0,0.0
2020,3,0.0,0.0,0.0,0.0
2020,4,0.0,0.0,0.0,0.0
2020,5,0.0,0.0,0.0,0.0
2020,6,0.0,0.0,0.0,0.0
2020,7,0.0,0.0,0.0,0.0
2020,8,0.0,0.0,0.0,0.0
2020,9,0.0,0.0,0.0,0.0
2020,10,0.0,0.0,0.0,0.0
2020,11,0.0,0.0,0.0,0.0
2020,12,0.0,0.0,0.0,0.0
2021,1,0.0,0.0,0.0,0.0
2021,2,0.0,0.0,0.0,0.0
2021,3,0.0,0.0,0.0,0.0
2021,4,0.0,0.0,0.0,0.0
2021,5,0.0,0.0,0.0,0.0
2021,6,0.0,0.0,0.0,0.0
2021,7,0.0,0.0,0.0,0.0
2021,8,0.0,0.0,0.0,0.0
2021,9,0.0,0.0,0.0,0.0
