year,month,positive,neutral,negative,exception
2013,4,23.0,15.0,19.0,10.0
2013,5,18.0,21.0,17.0,12.0
2013,6,39.0,27.0,25.0,16.0
2013,7,60.0,37.0,57.0,16.0
2013,8,65.0,42.0,57.0,17.0
2013,9,139.0,108.0,105.0,19.0
2013,10,144.0,103.0,99.0,20.0
2013,11,107.0,100.0,96.0,15.0
2013,12,114.0,81.0,87.0,20.0
2014,1,80.0,89.0,72.0,18.0
2014,2,118.0,106.0,92.0,13.0
2014,3,128.0,102.0,100.0,16.0
2014,4,135.0,130.0,105.0,15.0
2014,5,145.0,102.0,107.0,16.0
2014,6,142.0,112.0,115.0,15.0
2014,7,167.0,109.0,138.0,15.0
2014,8,172.0,128.0,115.0,17.0
2014,9,183.0,119.0,147.0,20.0
2014,10,196.0,140.0,134.0,19.0
2014,11,175.0,164.0,141.0,9.0
2014,12,158.0,126.0,150.0,16.0
2015,1,154.0,166.0,161.0,16.0
2015,2,156.0,131.0,130.0,14.0
2015,3,110.0,119.0,170.0,19.0
2015,4,118.0,130.0,137.0,17.0
2015,5,137.0,106.0,145.0,19.0
2015,6,154.0,124.0,115.0,18.0
2015,7,197.0,151.0,160.0,20.0
2015,8,148.0,147.0,147.0,16.0
2015,9,150.0,159.0,144.0,17.0
2015,10,167.0,158.0,140.0,14.0
2015,11,192.0,168.0,165.0,13.0
2015,12,193.0,180.0,144.0,15.0
2016,1,0.0,0.0,0.0,0.0
2016,2,0.0,0.0,0.0,0.0
2016,3,0.0,0.0,0.0,0.0
2016,4,0.0,0.0,0.0,0.0
2016,5,0.0,0.0,0.0,0.0
2016,6,0.0,0.0,0.0,0.0
2016,7,0.0,0.0,0.0,0.0
2016,8,0.0,0.0,0.0,0.0
2016,9,0.0,0.0,0.0,0.0
2016,10,0.0,0.0,0.0,0.0
2016,11,0.0,0.0,0.0,0.0
2016,12,0.0,0.0,0.0,0.0
2017,1,0.0,0.0,0.0,0.0
2017,2,0.0,0.0,0.0,0.0
2017,3,0.0,0.0,0.0,0.0
2017,4,0.0,0.0,0.0,0.0
2017,5,0.0,0.0,0.0,0.0
2017,6,0.0,0.0,0.0,0.0
2017,7,0.0,0.0,0.0,0.0
2017,8,0.0,0.0,0.0,0.0
2017,9,0.0,0.0,0.0,0.0
2017,10,0.0,0.0,0.0,0.0
2017,11,0.0,0.0,0.0,0.0
2017,12,0.0,0.0,0.0,0.0
2018,1,0.0,0.0,0.0,0.0
2018,2,0.0,0.0,0.0,0.0
2018,3,0.0,0.0,0.0,0.0
2018,4,0.0,0.0,0.0,0.0
2018,5,0.0,0.0,0.0,0.0
2018,6,0.0,0.0,0.0,0.0
2018,7,0.0,0.0,0.0,0.0
2018,8,0.0,0.0,0.0,0.0
2018,9,0.0,0.0,0.0,0.0
2018,10,0.0,0.0,0.0,0.0
2018,11,0.0,0.0,0.0,0.0
2018,12,0.0,0.0,0.0,0.0
2019,1,0.0,0.0,0.0,0.0
2019,2,0.0,0.0,0.0,0.0
2019,3,0.0,0.0,0.0,0.0
2019,4,0.0,0.0,0.0,0.0
2019,5,0.0,0.0,0.0,0.0
2019,6,0.0,0.0,0.0,0.0
2019,7,0.0,0.0,0.0,0.0
2019,8,0.0,0.0,0.0,0.0
2019,9,0.0,0.0,0.0,0.0
2019,10,0.0,0.0,0.0,0.0
2019,11,0.0,0.0,0.0,0.0
2019,12,0.0,0.0,0.0,0.0
2020,1,0.0,0.0,0.0,0.0
2020,2,0.0,0.0,0.0,0.0
2020,3,0.0,0.0,0.0,0.0
2020,4,0.0,0.0,0.0,0.0
2020,5,0.0,0.0,0.0,0.0
2020,6,0.0,0.0,0.0,0.0
2020,7,0.0,0.0,0.0,0.0
2020,8,0.0,0.0,0.0,0.0
2020,9,0.0,0.0,0.0,0.0
2020,10,0.0,0.0,0.0,0.0
2020,11,0.0,0.0,0.0,0.0
2020,12,0.0,0.0,0.0,0.0
2021,1,0.0,0.0,0.0,0.0
2021,2,0.0,0.0,0.0,0.0
2021,3,0.0,0.0,0.0,0.0
2021,4,0.0,0.0,0.0,0.0
2021,5,0.0,0.0,0.0,0.0
2021,6,0.0,0.0,0.0,0.0
2021,7,0.0,0.0,0.0,0.0
2021,8,0.0,0.0,0.0,0.0
2021,9,0.0,0.0,0.0,0.0
